Sweden, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year    ARDY   Cohort        ASFR
1953     47     1906      0.00124
1953     48     1905      0.00038
1953     49     1904      0.00010
1953     50     1903      0.00002
1953     51     1902      0.00001
1953     52     1901      0.00001
1953     53     1900      0.00000
1953     54     1899      0.00000
1953     55+    1898-     0.00000
1954     12-    1942+     0.00001
1954     13     1941      0.00002
1954     14     1940      0.00003
1954     15     1939      0.00052
1954     16     1938      0.00502
1954     17     1937      0.02041
1954     18     1936      0.04482
1954     19     1935      0.07297
1954     20     1934      0.09878
1954     21     1933      0.11381
1954     22     1932      0.12542
1954     23     1931      0.13424
1954     24     1930      0.13671
1954     25     1929      0.13594
1954     26     1928      0.13467
1954     27     1927      0.13167
1954     28     1926      0.12355
1954     29     1925      0.11390
1954     30     1924      0.10654
1954     31     1923      0.09902
1954     32     1922      0.08967
1954     33     1921      0.08033
1954     34     1920      0.07107
1954     35     1919      0.06343
1954     36     1918      0.05669
1954     37     1917      0.04957
1954     38     1916      0.04159
1954     39     1915      0.03520
1954     40     1914      0.02892
1954     41     1913      0.02258
1954     42     1912      0.01680
1954     43     1911      0.01143
1954     44     1910      0.00746
1954     45     1909      0.00451
1954     46     1908      0.00224
1954     47     1907      0.00109
1954     48     1906      0.00038
1954     49     1905      0.00011
1954     50     1904      0.00005
1954     51     1903      0.00001
1954     52     1902      0.00000
1954     53     1901      0.00000
1954     54     1900      0.00000
1954     55+    1899-     0.00000
1955     12-    1943+     0.00000
1955     13     1942      0.00000
1955     14     1941      0.00010
1955     15     1940      0.00071
1955     16     1939      0.00486
1955     17     1938      0.02080
1955     18     1937      0.04691
1955     19     1936      0.07578
1955     20     1935      0.10207
1955     21     1934      0.11933
1955     22     1933      0.13097
1955     23     1932      0.14191
1955     24     1931      0.14581
1955     25     1930      0.14422
1955     26     1929      0.14164
1955     27     1928      0.13743
1955     28     1927      0.13021
1955     29     1926      0.12164
1955     30     1925      0.11102
1955     31     1924      0.10046
1955     32     1923      0.09042
1955     33     1922      0.08013
1955     34     1921      0.07198
1955     35     1920      0.06362
1955     36     1919      0.05553
1955     37     1918      0.04730
1955     38     1917      0.04056
1955     39     1916      0.03534
1955     40     1915      0.02849
1955     41     1914      0.02148
1955     42     1913      0.01624
1955     43     1912      0.01132
1955     44     1911      0.00703
1955     45     1910      0.00447
1955     46     1909      0.00246
1955     47     1908      0.00105
1955     48     1907      0.00042
1955     49     1906      0.00019
1955     50     1905      0.00003
1955     51     1904      0.00000
1955     52     1903      0.00000
1955     53     1902      0.00000
1955     54     1901      0.00000
1955     55+    1900-     0.00000
1956     12-    1944+     0.00000
1956     13     1943      0.00000
1956     14     1942      0.00006
1956     15     1941      0.00057
1956     16     1940      0.00545
1956     17     1939      0.02172
1956     18     1938      0.04779
1956     19     1937      0.07674
1956     20     1936      0.10181
1956     21     1935      0.12278
1956     22     1934      0.13473
1956     23     1933      0.14066
1956     24     1932      0.14679
1956     25     1931      0.14878
1956     26     1930      0.14692
1956     27     1929      0.14128
1956     28     1928      0.13400
1956     29     1927      0.12296
1956     30     1926      0.11303
1956     31     1925      0.10317
1956     32     1924      0.09290
1956     33     1923      0.08207
1956     34     1922      0.07176
1956     35     1921      0.06380
1956     36     1920      0.05600
1956     37     1919      0.04792
1956     38     1918      0.03920
1956     39     1917      0.03350
1956     40     1916      0.02807
1956     41     1915      0.02174
1956     42     1914      0.01544
1956     43     1913      0.01072
1956     44     1912      0.00688
1956     45     1911      0.00391
1956     46     1910      0.00212
1956     47     1909      0.00090
1956     48     1908      0.00029
1956     49     1907      0.00008
1956     50     1906      0.00003
1956     51     1905      0.00001
1956     52     1904      0.00000
1956     53     1903      0.00000
1956     54     1902      0.00000
1956     55+    1901-     0.00000
1957     12-    1945+     0.00000
1957     13     1944      0.00000
1957     14     1943      0.00007
1957     15     1942      0.00079
1957     16     1941      0.00587
1957     17     1940      0.02174
1957     18     1939      0.04760
1957     19     1938      0.07603
1957     20     1937      0.09973
1957     21     1936      0.11676
1957     22     1935      0.13300
1957     23     1934      0.14366
1957     24     1933      0.14881
1957     25     1932      0.15005
1957     26     1931      0.14799
1957     27     1930      0.14333
1957     28     1929      0.13491
1957     29     1928      0.12538
1957     30     1927      0.11550
1957     31     1926      0.10315
1957     32     1925      0.09102
1957     33     1924      0.08118
1957     34     1923      0.07219
1957     35     1922      0.06305
1957     36     1921      0.05420
1957     37     1920      0.04666
1957     38     1919      0.04014
1957     39     1918      0.03355
1957     40     1917      0.02653
1957     41     1916      0.02100
1957     42     1915      0.01581
1957     43     1914      0.01077
1957     44     1913      0.00668
1957     45     1912      0.00407
1957     46     1911      0.00203
1957     47     1910      0.00094
1957     48     1909      0.00030
1957     49     1908      0.00005
1957     50     1907      0.00000
1957     51     1906      0.00000
1957     52     1905      0.00000
1957     53     1904      0.00000
1957     54     1903      0.00000
1957     55+    1902-     0.00000
1958     12-    1946+     0.00000
1958     13     1945      0.00000
1958     14     1944      0.00011
1958     15     1943      0.00071
1958     16     1942      0.00530
1958     17     1941      0.02124
1958     18     1940      0.04693
1958     19     1939      0.07396
1958     20     1938      0.09880
1958     21     1937      0.11820
1958     22     1936      0.13000
1958     23     1935      0.14046
1958     24     1934      0.14869
1958     25     1933      0.15167
1958     26     1932      0.15149
1958     27     1931      0.14449
1958     28     1930      0.13431
1958     29     1929      0.12436
1958     30     1928      0.11387
1958     31     1927      0.10164
1958     32     1926      0.09042
1958     33     1925      0.07997
1958     34     1924      0.07108
1958     35     1923      0.06291
1958     36     1922      0.05350
1958     37     1921      0.04467
1958     38     1920      0.03779
1958     39     1919      0.03161
1958     40     1918      0.02548
1958     41     1917      0.01938
1958     42     1916      0.01435
1958     43     1915      0.01031
1958     44     1914      0.00650
1958     45     1913      0.00362
1958     46     1912      0.00182
1958     47     1911      0.00089
1958     48     1910      0.00034
1958     49     1909      0.00006
1958     50     1908      0.00000
1958     51     1907      0.00000
1958     52     1906      0.00000
1958     53     1905      0.00000
1958     54     1904      0.00000
1958     55+    1903-     0.00000
1959     12-    1947+     0.00001
1959     13     1946      0.00001
1959     14     1945      0.00006
1959     15     1944      0.00096
1959     16     1943      0.00620
1959     17     1942      0.02221
1959     18     1941      0.04795
1959     19     1940      0.07394
1959     20     1939      0.09556
1959     21     1938      0.11531
1959     22     1937      0.13119
1959     23     1936      0.14286
1959     24     1935      0.15084
1959     25     1934      0.15471
1959     26     1933      0.14889
1959     27     1932      0.14351
1959     28     1931      0.13628
1959     29     1930      0.12615
1959     30     1929      0.11620
1959     31     1928      0.10255
1959     32     1927      0.09013
1959     33     1926      0.07948
1959     34     1925      0.06758
1959     35     1924      0.05816
1959     36     1923      0.05150
1959     37     1922      0.04531
1959     38     1921      0.03726
1959     39     1920      0.02978
1959     40     1919      0.02442
1959     41     1918      0.01881
1959     42     1917      0.01397
1959     43     1916      0.00967
1959     44     1915      0.00565
1959     45     1914      0.00332
1959     46     1913      0.00202
1959     47     1912      0.00089
1959     48     1911      0.00023
1959     49     1910      0.00012
1959     50     1909      0.00003
1959     51     1908      0.00000
1959     52     1907      0.00000
1959     53     1906      0.00000
1959     54     1905      0.00000
1959     55+    1904-     0.00000
1960     12-    1948+     0.00001
1960     13     1947      0.00003
1960     14     1946      0.00009
1960     15     1945      0.00091
1960     16     1944      0.00667
1960     17     1943      0.02224
1960     18     1942      0.04526
1960     19     1941      0.07149
1960     20     1940      0.09421
1960     21     1939      0.11098
1960     22     1938      0.12677
1960     23     1937      0.13881
1960     24     1936      0.14491
1960     25     1935      0.15002
1960     26     1934      0.14929
1960     27     1933      0.14379
1960     28     1932      0.13559
1960     29     1931      0.12327
1960     30     1930      0.10884
1960     31     1929      0.09920
1960     32     1928      0.08974
1960     33     1927      0.07676
1960     34     1926      0.06694
1960     35     1925      0.05863
1960     36     1924      0.04993
1960     37     1923      0.04172
1960     38     1922      0.03485
1960     39     1921      0.02950
1960     40     1920      0.02378
1960     41     1919      0.01775
1960     42     1918      0.01346
1960     43     1917      0.00938
1960     44     1916      0.00587
1960     45     1915      0.00345
1960     46     1914      0.00168
1960     47     1913      0.00082
1960     48     1912      0.00031
1960     49     1911      0.00004
1960     50     1910      0.00001
1960     51     1909      0.00001
1960     52     1908      0.00000
1960     53     1907      0.00000
1960     54     1906      0.00000
1960     55+    1905-     0.00000
1961     12-    1949+     0.00001
1961     13     1948      0.00003
1961     14     1947      0.00007
1961     15     1946      0.00077
1961     16     1945      0.00664
1961     17     1944      0.02359
1961     18     1943      0.04652
1961     19     1942      0.07112
1961     20     1941      0.09388
1961     21     1940      0.11233
1961     22     1939      0.12787
1961     23     1938      0.13984
1961     24     1937      0.15102
1961     25     1936      0.15520
1961     26     1935      0.15272
1961     27     1934      0.14844
1961     28     1933      0.13800
1961     29     1932      0.12561
1961     30     1931      0.11439
1961     31     1930      0.10066
1961     32     1929      0.08826
1961     33     1928      0.07776
1961     34     1927      0.06670
1961     35     1926      0.05776
1961     36     1925      0.05058
1961     37     1924      0.04294
1961     38     1923      0.03497
1961     39     1922      0.02920
1961     40     1921      0.02343
1961     41     1920      0.01696
1961     42     1919      0.01198
1961     43     1918      0.00870
1961     44     1917      0.00516
1961     45     1916      0.00282
1961     46     1915      0.00172
1961     47     1914      0.00097
1961     48     1913      0.00034
1961     49     1912      0.00010
1961     50     1911      0.00004
1961     51     1910      0.00000
1961     52     1909      0.00000
1961     53     1908      0.00000
1961     54     1907      0.00000
1961     55+    1906-     0.00000
1962     12-    1950+     0.00000
1962     13     1949      0.00000
1962     14     1948      0.00008
1962     15     1947      0.00097
1962     16     1946      0.00747
1962     17     1945      0.02481
1962     18     1944      0.04962
1962     19     1943      0.07515
1962     20     1942      0.09612
1962     21     1941      0.11623
1962     22     1940      0.13106
1962     23     1939      0.14170
1962     24     1938      0.15269
1962     25     1937      0.15797
1962     26     1936      0.15583
1962     27     1935      0.15002
1962     28     1934      0.13813
1962     29     1933      0.12602
1962     30     1932      0.11489
1962     31     1931      0.10095
1962     32     1930      0.08844
1962     33     1929      0.07823
1962     34     1928      0.06867
1962     35     1927      0.05874
1962     36     1926      0.04913
1962     37     1925      0.04140
1962     38     1924      0.03472
1962     39     1923      0.02812
1962     40     1922      0.02206
1962     41     1921      0.01645
1962     42     1920      0.01176
1962     43     1919      0.00796
1962     44     1918      0.00517
1962     45     1917      0.00290
1962     46     1916      0.00127
1962     47     1915      0.00063
1962     48     1914      0.00036
1962     49     1913      0.00014
1962     50     1912      0.00002
1962     51     1911      0.00001
1962     52     1910      0.00001
1962     53     1909      0.00000
1962     54     1908      0.00000
1962     55+    1907-     0.00000
1963     12-    1951+     0.00000
1963     13     1950      0.00001
1963     14     1949      0.00010
1963     15     1948      0.00104
1963     16     1947      0.00789
1963     17     1946      0.02581
1963     18     1945      0.05150
1963     19     1944      0.07698
1963     20     1943      0.09820
1963     21     1942      0.11555
1963     22     1941      0.13385
1963     23     1940      0.14888
1963     24     1939      0.15746
1963     25     1938      0.16414
1963     26     1937      0.16296
1963     27     1936      0.15514
1963     28     1935      0.14614
1963     29     1934      0.13494
1963     30     1933      0.12013
1963     31     1932      0.10569
1963     32     1931      0.09340
1963     33     1930      0.08138
1963     34     1929      0.06921
1963     35     1928      0.05933
1963     36     1927      0.05175
1963     37     1926      0.04284
1963     38     1925      0.03471
1963     39     1924      0.02793
1963     40     1923      0.02226
1963     41     1922      0.01732
1963     42     1921      0.01153
1963     43     1920      0.00740
1963     44     1919      0.00502
1963     45     1918      0.00287
1963     46     1917      0.00142
1963     47     1916      0.00089
1963     48     1915      0.00026
1963     49     1914      0.00007
1963     50     1913      0.00002
1963     51     1912      0.00000
1963     52     1911      0.00000
1963     53     1910      0.00000
1963     54     1909      0.00000
1963     55+    1908-     0.00000
1964     12-    1952+     0.00000
1964     13     1951      0.00000
1964     14     1950      0.00014
1964     15     1949      0.00146
1964     16     1948      0.00897
1964     17     1947      0.02926
1964     18     1946      0.05724
1964     19     1945      0.08483
1964     20     1944      0.10651
1964     21     1943      0.12283
1964     22     1942      0.14038
1964     23     1941      0.15479
1964     24     1940      0.16602
1964     25     1939      0.17495
1964     26     1938      0.17362
1964     27     1937      0.16560
1964     28     1936      0.15539
1964     29     1935      0.14263
1964     30     1934      0.12970
1964     31     1933      0.11364
1964     32     1932      0.09934
1964     33     1931      0.08736
1964     34     1930      0.07347
1964     35     1929      0.06285
1964     36     1928      0.05296
1964     37     1927      0.04389
1964     38     1926      0.03639
1964     39     1925      0.02906
1964     40     1924      0.02258
1964     41     1923      0.01692
1964     42     1922      0.01226
1964     43     1921      0.00784
1964     44     1920      0.00475
1964     45     1919      0.00273
1964     46     1918      0.00120
1964     47     1917      0.00045
1964     48     1916      0.00021
1964     49     1915      0.00009
1964     50     1914      0.00003
1964     51     1913      0.00000
1964     52     1912      0.00000
1964     53     1911      0.00000
1964     54     1910      0.00000
1964     55+    1909-     0.00000
1965     12-    1953+     0.00000
1965     13     1952      0.00000
1965     14     1951      0.00015
1965     15     1950      0.00133
1965     16     1949      0.00901
1965     17     1948      0.03155
1965     18     1947      0.05941
1965     19     1946      0.08566
1965     20     1945      0.10581
1965     21     1944      0.12501
1965     22     1943      0.13948
1965     23     1942      0.15103
1965     24     1941      0.16069
1965     25     1940      0.16799
1965     26     1939      0.16717
1965     27     1938      0.16027
1965     28     1937      0.15174
1965     29     1936      0.13680
1965     30     1935      0.12251
1965     31     1934      0.10741
1965     32     1933      0.09499
1965     33     1932      0.08258
1965     34     1931      0.07121
1965     35     1930      0.06159
1965     36     1929      0.05126
1965     37     1928      0.04347
1965     38     1927      0.03509
1965     39     1926      0.02735
1965     40     1925      0.02160
1965     41     1924      0.01574
1965     42     1923      0.01130
1965     43     1922      0.00732
1965     44     1921      0.00466
1965     45     1920      0.00291
1965     46     1919      0.00133
1965     47     1918      0.00050
1965     48     1917      0.00022
1965     49     1916      0.00014
1965     50     1915      0.00003
1965     51     1914      0.00000
1965     52     1913      0.00000
1965     53     1912      0.00000
1965     54     1911      0.00000
1965     55+    1910-     0.00000
1966     12-    1954+     0.00000
1966     13     1953      0.00001
1966     14     1952      0.00013
1966     15     1951      0.00113
1966     16     1950      0.00936
1966     17     1949      0.03124
1966     18     1948      0.06045
1966     19     1947      0.08821
1966     20     1946      0.10818
1966     21     1945      0.12223
1966     22     1944      0.13665
1966     23     1943      0.14579
1966     24     1942      0.15488
1966     25     1941      0.16567
1966     26     1940      0.16630
1966     27     1939      0.15854
1966     28     1938      0.14476
1966     29     1937      0.13328
1966     30     1936      0.12001
1966     31     1935      0.10493
1966     32     1934      0.09250
1966     33     1933      0.07895
1966     34     1932      0.06821
1966     35     1931      0.05876
1966     36     1930      0.04946
1966     37     1929      0.04102
1966     38     1928      0.03314
1966     39     1927      0.02681
1966     40     1926      0.02082
1966     41     1925      0.01463
1966     42     1924      0.01014
1966     43     1923      0.00659
1966     44     1922      0.00394
1966     45     1921      0.00249
1966     46     1920      0.00129
1966     47     1919      0.00045
1966     48     1918      0.00018
1966     49     1917      0.00010
1966     50     1916      0.00002
1966     51     1915      0.00000
1966     52     1914      0.00000
1966     53     1913      0.00000
1966     54     1912      0.00000
1966     55+    1911-     0.00000
1967     12-    1955+     0.00000
1967     13     1954      0.00001
1967     14     1953      0.00016
1967     15     1952      0.00113
1967     16     1951      0.00826
1967     17     1950      0.02899
1967     18     1949      0.05810
1967     19     1948      0.08461
1967     20     1947      0.10495
1967     21     1946      0.11950
1967     22     1945      0.13157
1967     23     1944      0.14358
1967     24     1943      0.15039
1967     25     1942      0.15831
1967     26     1941      0.15953
1967     27     1940      0.15292
1967     28     1939      0.14423
1967     29     1938      0.12967
1967     30     1937      0.11216
1967     31     1936      0.09907
1967     32     1935      0.08811
1967     33     1934      0.07552
1967     34     1933      0.06426
1967     35     1932      0.05536
1967     36     1931      0.04654
1967     37     1930      0.03784
1967     38     1929      0.03086
1967     39     1928      0.02495
1967     40     1927      0.01947
1967     41     1926      0.01393
1967     42     1925      0.00936
1967     43     1924      0.00645
1967     44     1923      0.00398
1967     45     1922      0.00222
1967     46     1921      0.00108
1967     47     1920      0.00051
1967     48     1919      0.00024
1967     49     1918      0.00007
1967     50     1917      0.00003
1967     51     1916      0.00001
1967     52     1915      0.00000
1967     53     1914      0.00000
1967     54     1913      0.00000
1967     55+    1912-     0.00000
1968     12-    1956+     0.00000
1968     13     1955      0.00000
1968     14     1954      0.00014
1968     15     1953      0.00116
1968     16     1952      0.00696
1968     17     1951      0.02529
1968     18     1950      0.04989
1968     19     1949      0.07314
1968     20     1948      0.09227
1968     21     1947      0.10680
1968     22     1946      0.12176
1968     23     1945      0.13283
1968     24     1944      0.14042
1968     25     1943      0.14682
1968     26     1942      0.14790
1968     27     1941      0.14293
1968     28     1940      0.13313
1968     29     1939      0.11981
1968     30     1938      0.10585
1968     31     1937      0.09330
1968     32     1936      0.07958
1968     33     1935      0.06860
1968     34     1934      0.05943
1968     35     1933      0.04997
1968     36     1932      0.04221
1968     37     1931      0.03507
1968     38     1930      0.02836
1968     39     1929      0.02217
1968     40     1928      0.01645
1968     41     1927      0.01193
1968     42     1926      0.00824
1968     43     1925      0.00479
1968     44     1924      0.00309
1968     45     1923      0.00164
1968     46     1922      0.00064
1968     47     1921      0.00028
1968     48     1920      0.00012
1968     49     1919      0.00009
1968     50     1918      0.00005
1968     51     1917      0.00000
1968     52     1916      0.00000
1968     53     1915      0.00000
1968     54     1914      0.00000
1968     55+    1913-     0.00000
1969     12-    1957+     0.00000
1969     13     1956      0.00001
1969     14     1955      0.00015
1969     15     1954      0.00090
1969     16     1953      0.00577
1969     17     1952      0.01994
1969     18     1951      0.04215
1969     19     1950      0.06401
1969     20     1949      0.08233
1969     21     1948      0.09878
1969     22     1947      0.11417
1969     23     1946      0.12569
1969     24     1945      0.13306
1969     25     1944      0.14017
1969     26     1943      0.13935
1969     27     1942      0.13253
1969     28     1941      0.12686
1969     29     1940      0.11561
1969     30     1939      0.10035
1969     31     1938      0.08726
1969     32     1937      0.07637
1969     33     1936      0.06418
1969     34     1935      0.05464
1969     35     1934      0.04535
1969     36     1933      0.03681
1969     37     1932      0.03165
1969     38     1931      0.02546
1969     39     1930      0.01931
1969     40     1929      0.01510
1969     41     1928      0.01173
1969     42     1927      0.00742
1969     43     1926      0.00457
1969     44     1925      0.00325
1969     45     1924      0.00176
1969     46     1923      0.00082
1969     47     1922      0.00037
1969     48     1921      0.00017
1969     49     1920      0.00007
1969     50     1919      0.00001
1969     51     1918      0.00000
1969     52     1917      0.00000
1969     53     1916      0.00000
1969     54     1915      0.00000
1969     55+    1914-     0.00000
1970     12-    1958+     0.00000
1970     13     1957      0.00000
1970     14     1956      0.00015
1970     15     1955      0.00105
1970     16     1954      0.00674
1970     17     1953      0.02099
1970     18     1952      0.04018
1970     19     1951      0.06038
1970     20     1950      0.08005
1970     21     1949      0.09882
1970     22     1948      0.11567
1970     23     1947      0.12861
1970     24     1946      0.14002
1970     25     1945      0.13996
1970     26     1944      0.14331
1970     27     1943      0.13840
1970     28     1942      0.12574
1970     29     1941      0.11242
1970     30     1940      0.10084
1970     31     1939      0.08481
1970     32     1938      0.07397
1970     33     1937      0.06131
1970     34     1936      0.05271
1970     35     1935      0.04416
1970     36     1934      0.03722
1970     37     1933      0.03056
1970     38     1932      0.02388
1970     39     1931      0.01927
1970     40     1930      0.01300
1970     41     1929      0.01068
1970     42     1928      0.00673
1970     43     1927      0.00432
1970     44     1926      0.00261
1970     45     1925      0.00142
1970     46     1924      0.00100
1970     47     1923      0.00029
1970     48     1922      0.00019
1970     49     1921      0.00009
1970     50     1920      0.00000
1970     51     1919      0.00000
1970     52     1918      0.00002
1970     53     1917      0.00000
1970     54     1916      0.00000
1970     55+    1915-     0.00000
1971     12-    1959+     0.00000
1971     13     1958      0.00006
1971     14     1957      0.00011
1971     15     1956      0.00136
1971     16     1955      0.00593
1971     17     1954      0.02086
1971     18     1953      0.04062
1971     19     1952      0.06277
1971     20     1951      0.08412
1971     21     1950      0.10421
1971     22     1949      0.12065
1971     23     1948      0.13475
1971     24     1947      0.14376
1971     25     1946      0.14847
1971     26     1945      0.14835
1971     27     1944      0.13790
1971     28     1943      0.12845
1971     29     1942      0.11530
1971     30     1941      0.10266
1971     31     1940      0.08753
1971     32     1939      0.07344
1971     33     1938      0.06353
1971     34     1937      0.05255
1971     35     1936      0.04331
1971     36     1935      0.03517
1971     37     1934      0.02902
1971     38     1933      0.02165
1971     39     1932      0.01783
1971     40     1931      0.01301
1971     41     1930      0.00952
1971     42     1929      0.00607
1971     43     1928      0.00431
1971     44     1927      0.00267
1971     45     1926      0.00139
1971     46     1925      0.00050
1971     47     1924      0.00022
1971     48     1923      0.00012
1971     49     1922      0.00006
1971     50     1921      0.00000
1971     51     1920      0.00000
1971     52     1919      0.00000
1971     53     1918      0.00002
1971     54     1917      0.00000
1971     55+    1916-     0.00000
1972     12-    1960+     0.00000
1972     13     1959      0.00002
1972     14     1958      0.00012
1972     15     1957      0.00089
1972     16     1956      0.00610
1972     17     1955      0.02034
1972     18     1954      0.03915
1972     19     1953      0.06085
1972     20     1952      0.08208
1972     21     1951      0.10190
1972     22     1950      0.12058
1972     23     1949      0.13349
1972     24     1948      0.14129
1972     25     1947      0.14737
1972     26     1946      0.14334
1972     27     1945      0.13860
1972     28     1944      0.12661
1972     29     1943      0.11341
1972     30     1942      0.10179
1972     31     1941      0.08473
1972     32     1940      0.07317
1972     33     1939      0.05928
1972     34     1938      0.04847
1972     35     1937      0.04003
1972     36     1936      0.03193
1972     37     1935      0.02630
1972     38     1934      0.02198
1972     39     1933      0.01571
1972     40     1932      0.01202
1972     41     1931      0.00860
1972     42     1930      0.00589
1972     43     1929      0.00395
1972     44     1928      0.00190
1972     45     1927      0.00103
1972     46     1926      0.00050
1972     47     1925      0.00020
1972     48     1924      0.00016
1972     49     1923      0.00000
1972     50     1922      0.00000
1972     51     1921      0.00000
1972     52     1920      0.00000
1972     53     1919      0.00000
1972     54     1918      0.00000
1972     55+    1917-     0.00000
1973     12-    1961+     0.00000
1973     13     1960      0.00002
1973     14     1959      0.00006
1973     15     1958      0.00101
1973     16     1957      0.00524
1973     17     1956      0.01863
1973     18     1955      0.03700
1973     19     1954      0.05602
1973     20     1953      0.08082
1973     21     1952      0.10182
1973     22     1951      0.11749
1973     23     1950      0.13073
1973     24     1949      0.14077
1973     25     1948      0.14100
1973     26     1947      0.14341
1973     27     1946      0.13567
1973     28     1945      0.12476
1973     29     1944      0.11466
1973     30     1943      0.09829
1973     31     1942      0.08445
1973     32     1941      0.06931
1973     33     1940      0.05764
1973     34     1939      0.04917
1973     35     1938      0.03962
1973     36     1937      0.03252
1973     37     1936      0.02385
1973     38     1935      0.01989
1973     39     1934      0.01442
1973     40     1933      0.01062
1973     41     1932      0.00718
1973     42     1931      0.00465
1973     43     1930      0.00292
1973     44     1929      0.00200
1973     45     1928      0.00101
1973     46     1927      0.00064
1973     47     1926      0.00035
1973     48     1925      0.00014
1973     49     1924      0.00004
1973     50     1923      0.00000
1973     51     1922      0.00000
1973     52     1921      0.00000
1973     53     1920      0.00000
1973     54     1919      0.00000
1973     55+    1918-     0.00000
1974     12-    1962+     0.00000
1974     13     1961      0.00000
1974     14     1960      0.00012
1974     15     1959      0.00066
1974     16     1958      0.00472
1974     17     1957      0.01690
1974     18     1956      0.03568
1974     19     1955      0.06077
1974     20     1954      0.08448
1974     21     1953      0.10161
1974     22     1952      0.11912
1974     23     1951      0.13279
1974     24     1950      0.14072
1974     25     1949      0.14389
1974     26     1948      0.14306
1974     27     1947      0.13670
1974     28     1946      0.12577
1974     29     1945      0.11222
1974     30     1944      0.09792
1974     31     1943      0.08507
1974     32     1942      0.07055
1974     33     1941      0.05895
1974     34     1940      0.04789
1974     35     1939      0.03826
1974     36     1938      0.03131
1974     37     1937      0.02354
1974     38     1936      0.01963
1974     39     1935      0.01445
1974     40     1934      0.01098
1974     41     1933      0.00775
1974     42     1932      0.00460
1974     43     1931      0.00265
1974     44     1930      0.00167
1974     45     1929      0.00084
1974     46     1928      0.00042
1974     47     1927      0.00022
1974     48     1926      0.00002
1974     49     1925      0.00002
1974     50     1924      0.00000
1974     51     1923      0.00000
1974     52     1922      0.00000
1974     53     1921      0.00000
1974     54     1920      0.00000
1974     55+    1919-     0.00000
1975     12-    1963+     0.00000
1975     13     1962      0.00000
1975     14     1961      0.00014
1975     15     1960      0.00071
1975     16     1959      0.00463
1975     17     1958      0.01436
1975     18     1957      0.03140
1975     19     1956      0.05498
1975     20     1955      0.07563
1975     21     1954      0.09422
1975     22     1953      0.11211
1975     23     1952      0.12526
1975     24     1951      0.13012
1975     25     1950      0.14301
1975     26     1949      0.13892
1975     27     1948      0.12964
1975     28     1947      0.12011
1975     29     1946      0.10888
1975     30     1945      0.09306
1975     31     1944      0.08117
1975     32     1943      0.06748
1975     33     1942      0.05501
1975     34     1941      0.04709
1975     35     1940      0.03643
1975     36     1939      0.02864
1975     37     1938      0.02188
1975     38     1937      0.01665
1975     39     1936      0.01268
1975     40     1935      0.00949
1975     41     1934      0.00585
1975     42     1933      0.00424
1975     43     1932      0.00247
1975     44     1931      0.00152
1975     45     1930      0.00072
1975     46     1929      0.00038
1975     47     1928      0.00011
1975     48     1927      0.00015
1975     49     1926      0.00004
1975     50     1925      0.00000
1975     51     1924      0.00000
1975     52     1923      0.00000
1975     53     1922      0.00002
1975     54     1921      0.00000
1975     55+    1920-     0.00000
1976     12-    1964+     0.00000
1976     13     1963      0.00000
1976     14     1962      0.00008
1976     15     1961      0.00060
1976     16     1960      0.00322
1976     17     1959      0.01195
1976     18     1958      0.02702
1976     19     1957      0.04681
1976     20     1956      0.07237
1976     21     1955      0.08740
1976     22     1954      0.10322
1976     23     1953      0.11284
1976     24     1952      0.12463
1976     25     1951      0.13314
1976     26     1950      0.13317
1976     27     1949      0.13012
1976     28     1948      0.11529
1976     29     1947      0.10548
1976     30     1946      0.08985
1976     31     1945      0.07704
1976     32     1944      0.06539
1976     33     1943      0.05402
1976     34     1942      0.04628
1976     35     1941      0.03743
1976     36     1940      0.02816
1976     37     1939      0.02273
1976     38     1938      0.01703
1976     39     1937      0.01234
1976     40     1936      0.00935
1976     41     1935      0.00571
1976     42     1934      0.00375
1976     43     1933      0.00263
1976     44     1932      0.00142
1976     45     1931      0.00080
1976     46     1930      0.00039
1976     47     1929      0.00029
1976     48     1928      0.00002
1976     49     1927      0.00002
1976     50     1926      0.00002
1976     51     1925      0.00000
1976     52     1924      0.00000
1976     53     1923      0.00000
1976     54     1922      0.00000
1976     55+    1921-     0.00000
1977     12-    1965+     0.00000
1977     13     1964      0.00002
1977     14     1963      0.00005
1977     15     1962      0.00076
1977     16     1961      0.00297
1977     17     1960      0.00987
1977     18     1959      0.02257
1977     19     1958      0.04293
1977     20     1957      0.06480
1977     21     1956      0.08464
1977     22     1955      0.09896
1977     23     1954      0.11075
1977     24     1953      0.12214
1977     25     1952      0.12954
1977     26     1951      0.13111
1977     27     1950      0.12709
1977     28     1949      0.11644
1977     29     1948      0.10642
1977     30     1947      0.09339
1977     31     1946      0.07761
1977     32     1945      0.06430
1977     33     1944      0.05433
1977     34     1943      0.04366
1977     35     1942      0.03635
1977     36     1941      0.02877
1977     37     1940      0.02283
1977     38     1939      0.01656
1977     39     1938      0.01261
1977     40     1937      0.00880
1977     41     1936      0.00618
1977     42     1935      0.00350
1977     43     1934      0.00267
1977     44     1933      0.00128
1977     45     1932      0.00090
1977     46     1931      0.00027
1977     47     1930      0.00013
1977     48     1929      0.00004
1977     49     1928      0.00002
1977     50     1927      0.00000
1977     51     1926      0.00002
1977     52     1925      0.00000
1977     53     1924      0.00000
