"Year","Age","mx","qx","ax","lx","dx","Lx","Tx","ex","OpenInterval"
1909,23,0.00471,0.0047,0.5,84828,399,84628,3904880,46.03,FALSE
1909,24,0.00545,0.00544,0.5,84429,459,84199,3820251,45.25,FALSE
1909,25,0.0054,0.00539,0.5,83970,452,83743,3736052,44.49,FALSE
1909,26,0.00579,0.00577,0.5,83517,482,83276,3652309,43.73,FALSE
1909,27,0.00574,0.00573,0.5,83035,476,82797,3569033,42.98,FALSE
1909,28,0.00566,0.00565,0.5,82560,466,82326,3486235,42.23,FALSE
1909,29,0.00555,0.00553,0.5,82093,454,81866,3403909,41.46,FALSE
1909,30,0.00602,0.006,0.5,81639,490,81394,3322043,40.69,FALSE
1909,31,0.00531,0.0053,0.5,81149,430,80934,3240649,39.93,FALSE
1909,32,0.00554,0.00552,0.5,80719,446,80496,3159715,39.14,FALSE
1909,33,0.00641,0.00639,0.5,80273,513,80017,3079218,38.36,FALSE
1909,34,0.00664,0.00662,0.5,79761,528,79496,2999201,37.6,FALSE
1909,35,0.00635,0.00633,0.5,79232,502,78982,2919705,36.85,FALSE
1909,36,0.0059,0.00589,0.5,78731,463,78499,2840723,36.08,FALSE
1909,37,0.00658,0.00656,0.5,78267,513,78011,2762224,35.29,FALSE
1909,38,0.00734,0.00732,0.5,77754,569,77470,2684213,34.52,FALSE
1909,39,0.00634,0.00632,0.5,77185,488,76941,2606743,33.77,FALSE
1909,40,0.00598,0.00596,0.5,76697,457,76469,2529802,32.98,FALSE
1909,41,0.00645,0.00643,0.5,76240,490,75995,2453333,32.18,FALSE
1909,42,0.00748,0.00745,0.5,75750,565,75468,2377338,31.38,FALSE
1909,43,0.00661,0.00659,0.5,75185,495,74938,2301871,30.62,FALSE
1909,44,0.00708,0.00705,0.5,74690,527,74426,2226933,29.82,FALSE
1909,45,0.00761,0.00758,0.5,74163,562,73882,2152507,29.02,FALSE
1909,46,0.00693,0.00691,0.5,73601,508,73347,2078625,28.24,FALSE
1909,47,0.00817,0.00813,0.5,73092,594,72795,2005278,27.43,FALSE
1909,48,0.00773,0.0077,0.5,72498,558,72219,1932483,26.66,FALSE
1909,49,0.00773,0.0077,0.5,71940,554,71663,1860264,25.86,FALSE
1909,50,0.00901,0.00897,0.5,71385,641,71065,1788602,25.06,FALSE
1909,51,0.00898,0.00894,0.5,70745,633,70429,1717537,24.28,FALSE
1909,52,0.00895,0.00891,0.5,70112,625,69800,1647108,23.49,FALSE
1909,53,0.01057,0.01051,0.5,69487,730,69122,1577308,22.7,FALSE
1909,54,0.01064,0.01058,0.5,68757,728,68393,1508186,21.94,FALSE
1909,55,0.01215,0.01207,0.5,68029,821,67619,1439793,21.16,FALSE
1909,56,0.01091,0.01085,0.5,67208,729,66843,1372174,20.42,FALSE
1909,57,0.01352,0.01343,0.5,66479,893,66032,1305331,19.64,FALSE
1909,58,0.01458,0.01447,0.5,65586,949,65111,1239298,18.9,FALSE
1909,59,0.01479,0.01468,0.5,64637,949,64162,1174187,18.17,FALSE
1909,60,0.01495,0.01484,0.5,63688,945,63215,1110025,17.43,FALSE
1909,61,0.01881,0.01864,0.5,62742,1169,62158,1046810,16.68,FALSE
1909,62,0.01771,0.01756,0.5,61573,1081,61032,984653,15.99,FALSE
1909,63,0.02028,0.02008,0.5,60492,1214,59885,923620,15.27,FALSE
1909,64,0.02309,0.02283,0.5,59277,1353,58601,863736,14.57,FALSE
1909,65,0.0263,0.02596,0.5,57924,1504,57172,805135,13.9,FALSE
1909,66,0.02703,0.02667,0.5,56420,1505,55668,747963,13.26,FALSE
1909,67,0.0301,0.02965,0.5,54916,1628,54102,692295,12.61,FALSE
1909,68,0.03248,0.03196,0.5,53287,1703,52436,638194,11.98,FALSE
1909,69,0.03564,0.03501,0.5,51585,1806,50682,585758,11.36,FALSE
1909,70,0.04069,0.03988,0.5,49778,1985,48786,535076,10.75,FALSE
1909,71,0.04634,0.04529,0.5,47793,2164,46711,486290,10.17,FALSE
1909,72,0.05003,0.04881,0.5,45629,2227,44515,439579,9.63,FALSE
1909,73,0.05523,0.05374,0.5,43402,2333,42235,395064,9.1,FALSE
1909,74,0.05621,0.05468,0.5,41069,2246,39946,352829,8.59,FALSE
1909,75,0.06574,0.06365,0.5,38824,2471,37588,312882,8.06,FALSE
1909,76,0.07242,0.06989,0.5,36352,2541,35082,275294,7.57,FALSE
1909,77,0.08175,0.07854,0.5,33812,2656,32484,240212,7.1,FALSE
1909,78,0.08594,0.0824,0.5,31156,2567,29873,207728,6.67,FALSE
1909,79,0.1006,0.09578,0.5,28589,2738,27220,177856,6.22,FALSE
1909,80,0.11874,0.11208,0.5,25851,2897,24402,150636,5.83,FALSE
1909,81,0.11781,0.11126,0.5,22953,2554,21676,126234,5.5,FALSE
1909,82,0.13499,0.12646,0.5,20400,2580,19110,104558,5.13,FALSE
1909,83,0.14029,0.13109,0.5,17820,2336,16652,85448,4.8,FALSE
1909,84,0.17016,0.15681,0.5,15484,2428,14270,68796,4.44,FALSE
1909,85,0.1716,0.15804,0.5,13056,2063,12024,54526,4.18,FALSE
1909,86,0.19107,0.17441,0.5,10992,1917,10034,42502,3.87,FALSE
1909,87,0.23855,0.21313,0.5,9075,1934,8108,32468,3.58,FALSE
1909,88,0.24238,0.21618,0.5,7141,1544,6369,24360,3.41,FALSE
1909,89,0.25795,0.22848,0.5,5597,1279,4958,17991,3.21,FALSE
1909,90,0.28032,0.24586,0.5,4318,1062,3788,13033,3.02,FALSE
1909,91,0.30162,0.26209,0.5,3257,854,2830,9246,2.84,FALSE
1909,92,0.32581,0.28017,0.5,2403,673,2066,6416,2.67,FALSE
1909,93,0.35097,0.29857,0.5,1730,516,1472,4349,2.51,FALSE
1909,94,0.37698,0.31719,0.5,1213,385,1021,2878,2.37,FALSE
1909,95,0.40372,0.33591,0.5,828,278,689,1857,2.24,FALSE
1909,96,0.43104,0.35462,0.5,550,195,453,1168,2.12,FALSE
1909,97,0.45879,0.37319,0.5,355,133,289,715,2.01,FALSE
1909,98,0.4868,0.39151,0.5,223,87,179,426,1.91,FALSE
1909,99,0.5149,0.40948,0.5,135,55,108,247,1.82,FALSE
1909,100,0.54289,0.42699,0.5,80,34,63,139,1.74,FALSE
1909,101,0.57062,0.44396,0.5,46,20,36,76,1.67,FALSE
1909,102,0.59792,0.46031,0.5,25,12,20,41,1.6,FALSE
1909,103,0.62462,0.47597,0.5,14,7,10,21,1.54,FALSE
1909,104,0.65058,0.4909,0.5,7,4,5,11,1.49,FALSE
1909,105,0.67568,0.50505,0.5,4,2,3,5,1.44,FALSE
1909,106,0.69981,0.51841,0.5,2,1,1,3,1.39,FALSE
1909,107,0.72288,0.53097,0.5,1,0,1,1,1.35,FALSE
1909,108,0.74482,0.54271,0.5,0,0,0,1,1.32,FALSE
1909,109,0.76559,0.55366,0.5,0,0,0,0,1.29,FALSE
1909,110,0.78516,1,1.27,0,0,0,0,1.27,TRUE
1910,0,0.06894,0.06553,0.25,100000,6553,95059,5904292,59.04,FALSE
1910,1,0.01894,0.01876,0.5,93447,1753,92570,5809233,62.17,FALSE
1910,2,0.00762,0.00759,0.5,91693,696,91345,5716663,62.35,FALSE
1910,3,0.006,0.00598,0.5,90997,544,90725,5625318,61.82,FALSE
1910,4,0.00469,0.00468,0.5,90453,423,90241,5534593,61.19,FALSE
1910,5,0.004,0.004,0.5,90030,360,89850,5444352,60.47,FALSE
1910,6,0.00342,0.00341,0.5,89670,306,89517,5354502,59.71,FALSE
1910,7,0.00287,0.00286,0.5,89364,256,89236,5264985,58.92,FALSE
1910,8,0.00258,0.00258,0.5,89108,230,88993,5175750,58.08,FALSE
1910,9,0.00265,0.00264,0.5,88878,235,88761,5086757,57.23,FALSE
1910,10,0.00244,0.00243,0.5,88643,216,88535,4997996,56.38,FALSE
1910,11,0.00248,0.00248,0.5,88428,219,88318,4909461,55.52,FALSE
1910,12,0.00266,0.00266,0.5,88208,234,88091,4821143,54.66,FALSE
1910,13,0.0028,0.0028,0.5,87974,246,87851,4733052,53.8,FALSE
1910,14,0.00365,0.00364,0.5,87728,319,87568,4645201,52.95,FALSE
1910,15,0.00395,0.00394,0.5,87408,344,87236,4557633,52.14,FALSE
1910,16,0.00393,0.00392,0.5,87064,341,86893,4470396,51.35,FALSE
1910,17,0.00396,0.00395,0.5,86723,343,86551,4383503,50.55,FALSE
1910,18,0.00467,0.00466,0.5,86380,402,86179,4296952,49.74,FALSE
1910,19,0.0047,0.00469,0.5,85978,403,85776,4210773,48.98,FALSE
1910,20,0.00597,0.00595,0.5,85574,509,85320,4124997,48.2,FALSE
1910,21,0.00525,0.00523,0.5,85065,445,84843,4039677,47.49,FALSE
1910,22,0.00554,0.00553,0.5,84620,468,84386,3954834,46.74,FALSE
1910,23,0.0054,0.00539,0.5,84153,453,83926,3870448,45.99,FALSE
1910,24,0.00537,0.00536,0.5,83699,448,83475,3786522,45.24,FALSE
1910,25,0.00598,0.00596,0.5,83251,496,83003,3703047,44.48,FALSE
1910,26,0.00551,0.00549,0.5,82755,454,82528,3620044,43.74,FALSE
1910,27,0.00567,0.00566,0.5,82300,465,82068,3537517,42.98,FALSE
1910,28,0.00567,0.00566,0.5,81835,463,81604,3455449,42.22,FALSE
1910,29,0.00583,0.00582,0.5,81372,473,81135,3373845,41.46,FALSE
1910,30,0.00539,0.00537,0.5,80899,435,80681,3292710,40.7,FALSE
1910,31,0.00607,0.00605,0.5,80464,487,80221,3212028,39.92,FALSE
1910,32,0.00533,0.00532,0.5,79978,425,79765,3131807,39.16,FALSE
1910,33,0.00661,0.00659,0.5,79552,524,79290,3052042,38.37,FALSE
1910,34,0.00547,0.00546,0.5,79028,431,78812,2972752,37.62,FALSE
1910,35,0.00636,0.00634,0.5,78597,498,78348,2893940,36.82,FALSE
1910,36,0.00551,0.0055,0.5,78098,430,77884,2815592,36.05,FALSE
1910,37,0.00575,0.00574,0.5,77669,446,77446,2737709,35.25,FALSE
1910,38,0.00664,0.00662,0.5,77223,511,76967,2660263,34.45,FALSE
1910,39,0.00583,0.00582,0.5,76712,446,76489,2583295,33.68,FALSE
1910,40,0.00686,0.00684,0.5,76266,521,76005,2506806,32.87,FALSE
1910,41,0.0063,0.00628,0.5,75744,476,75507,2430801,32.09,FALSE
1910,42,0.00588,0.00586,0.5,75269,441,75048,2355295,31.29,FALSE
1910,43,0.00674,0.00672,0.5,74828,503,74576,2280247,30.47,FALSE
1910,44,0.00782,0.00779,0.5,74325,579,74035,2205670,29.68,FALSE
1910,45,0.00722,0.00719,0.5,73746,530,73480,2131635,28.91,FALSE
1910,46,0.00721,0.00719,0.5,73215,526,72952,2058155,28.11,FALSE
1910,47,0.00846,0.00842,0.5,72689,612,72383,1985202,27.31,FALSE
1910,48,0.00827,0.00823,0.5,72077,593,71781,1912819,26.54,FALSE
1910,49,0.00804,0.008,0.5,71484,572,71198,1841039,25.75,FALSE
1910,50,0.00894,0.0089,0.5,70912,631,70596,1769841,24.96,FALSE
1910,51,0.00977,0.00972,0.5,70281,683,69939,1699244,24.18,FALSE
1910,52,0.00914,0.0091,0.5,69598,633,69281,1629305,23.41,FALSE
1910,53,0.00954,0.00949,0.5,68964,655,68637,1560024,22.62,FALSE
1910,54,0.01203,0.01196,0.5,68310,817,67901,1491387,21.83,FALSE
1910,55,0.01209,0.01202,0.5,67493,811,67087,1423486,21.09,FALSE
1910,56,0.01222,0.01214,0.5,66682,810,66277,1356399,20.34,FALSE
1910,57,0.01375,0.01366,0.5,65872,900,65422,1290122,19.59,FALSE
1910,58,0.01456,0.01446,0.5,64972,939,64503,1224699,18.85,FALSE
1910,59,0.01431,0.01421,0.5,64033,910,63578,1160197,18.12,FALSE
1910,60,0.01838,0.01821,0.5,63123,1150,62548,1096618,17.37,FALSE
1910,61,0.01778,0.01763,0.5,61973,1092,61427,1034070,16.69,FALSE
1910,62,0.01776,0.01761,0.5,60881,1072,60345,972643,15.98,FALSE
1910,63,0.02063,0.02042,0.5,59809,1221,59199,912298,15.25,FALSE
1910,64,0.01917,0.01899,0.5,58588,1112,58032,853099,14.56,FALSE
1910,65,0.02533,0.02502,0.5,57475,1438,56756,795067,13.83,FALSE
1910,66,0.02749,0.02712,0.5,56038,1520,55278,738311,13.18,FALSE
1910,67,0.02834,0.02795,0.5,54518,1524,53756,683033,12.53,FALSE
1910,68,0.03428,0.0337,0.5,52994,1786,52101,629277,11.87,FALSE
1910,69,0.03837,0.03765,0.5,51208,1928,50244,577176,11.27,FALSE
1910,70,0.04032,0.03953,0.5,49280,1948,48306,526932,10.69,FALSE
1910,71,0.0426,0.04171,0.5,47332,1974,46345,478625,10.11,FALSE
1910,72,0.05086,0.0496,0.5,45358,2250,44233,432280,9.53,FALSE
1910,73,0.05105,0.04978,0.5,43109,2146,42036,388046,9,FALSE
1910,74,0.06012,0.05837,0.5,40963,2391,39767,346011,8.45,FALSE
1910,75,0.06804,0.0658,0.5,38572,2538,37303,306244,7.94,FALSE
1910,76,0.0765,0.07368,0.5,36033,2655,34706,268941,7.46,FALSE
1910,77,0.08227,0.07902,0.5,33378,2638,32060,234235,7.02,FALSE
1910,78,0.08396,0.08058,0.5,30741,2477,29502,202176,6.58,FALSE
1910,79,0.10375,0.09863,0.5,28264,2788,26870,172674,6.11,FALSE
1910,80,0.11351,0.10741,0.5,25476,2736,24108,145804,5.72,FALSE
1910,81,0.13074,0.12272,0.5,22740,2791,21344,121696,5.35,FALSE
1910,82,0.13366,0.12529,0.5,19949,2499,18699,100351,5.03,FALSE
1910,83,0.15614,0.14483,0.5,17450,2527,16186,81652,4.68,FALSE
1910,84,0.16222,0.15005,0.5,14922,2239,13803,65466,4.39,FALSE
1910,85,0.17396,0.16004,0.5,12683,2030,11668,51664,4.07,FALSE
1910,86,0.21955,0.19784,0.5,10653,2108,9600,39995,3.75,FALSE
1910,87,0.21496,0.1941,0.5,8546,1659,7716,30396,3.56,FALSE
1910,88,0.24887,0.22133,0.5,6887,1524,6125,22679,3.29,FALSE
1910,89,0.27405,0.24103,0.5,5363,1293,4716,16554,3.09,FALSE
1910,90,0.28109,0.24645,0.5,4070,1003,3569,11838,2.91,FALSE
1910,91,0.32415,0.27894,0.5,3067,856,2639,8269,2.7,FALSE
1910,92,0.34355,0.29319,0.5,2212,648,1887,5630,2.55,FALSE
1910,93,0.37065,0.3127,0.5,1563,489,1319,3743,2.39,FALSE
1910,94,0.39858,0.33235,0.5,1074,357,896,2424,2.26,FALSE
1910,95,0.42719,0.352,0.5,717,252,591,1528,2.13,FALSE
1910,96,0.45629,0.37153,0.5,465,173,378,937,2.02,FALSE
1910,97,0.4857,0.39079,0.5,292,114,235,559,1.91,FALSE
1910,98,0.5152,0.40967,0.5,178,73,142,324,1.82,FALSE
1910,99,0.5446,0.42805,0.5,105,45,83,182,1.73,FALSE
1910,100,0.5737,0.44581,0.5,60,27,47,100,1.66,FALSE
1910,101,0.60229,0.46289,0.5,33,15,26,53,1.59,FALSE
1910,102,0.63019,0.4792,0.5,18,9,14,27,1.53,FALSE
1910,103,0.65726,0.49469,0.5,9,5,7,14,1.47,FALSE
1910,104,0.68334,0.50932,0.5,5,2,4,7,1.42,FALSE
1910,105,0.70832,0.52307,0.5,2,1,2,3,1.38,FALSE
1910,106,0.73209,0.53592,0.5,1,1,1,1,1.34,FALSE
1910,107,0.75461,0.54789,0.5,1,0,0,1,1.3,FALSE
1910,108,0.7758,0.55898,0.5,0,0,0,0,1.27,FALSE
1910,109,0.79567,0.56922,0.5,0,0,0,0,1.24,FALSE
1910,110,0.81419,1,1.23,0,0,0,0,1.23,TRUE
1911,0,0.06661,0.0634,0.24,100000,6340,95179,5943145,59.43,FALSE
1911,1,0.01676,0.01662,0.5,93660,1556,92882,5847966,62.44,FALSE
1911,2,0.00791,0.00788,0.5,92104,725,91741,5755084,62.48,FALSE
1911,3,0.00559,0.00557,0.5,91379,509,91124,5663343,61.98,FALSE
1911,4,0.00479,0.00478,0.5,90869,435,90652,5572219,61.32,FALSE
1911,5,0.00373,0.00372,0.5,90435,337,90266,5481567,60.61,FALSE
1911,6,0.00377,0.00376,0.5,90098,339,89929,5391301,59.84,FALSE
1911,7,0.00351,0.00351,0.5,89759,315,89602,5301372,59.06,FALSE
1911,8,0.00302,0.00302,0.5,89444,270,89309,5211770,58.27,FALSE
1911,9,0.00319,0.00319,0.5,89174,284,89032,5122461,57.44,FALSE
1911,10,0.00266,0.00265,0.5,88890,236,88772,5033429,56.63,FALSE
1911,11,0.00262,0.00262,0.5,88654,232,88538,4944656,55.77,FALSE
1911,12,0.00247,0.00247,0.5,88422,218,88313,4856118,54.92,FALSE
1911,13,0.00315,0.00315,0.5,88204,278,88065,4767805,54.05,FALSE
1911,14,0.00309,0.00309,0.5,87927,272,87791,4679740,53.22,FALSE
1911,15,0.00378,0.00377,0.5,87655,331,87489,4591949,52.39,FALSE
1911,16,0.00433,0.00433,0.5,87324,378,87135,4504459,51.58,FALSE
1911,17,0.004,0.00399,0.5,86946,347,86773,4417324,50.81,FALSE
1911,18,0.00477,0.00476,0.5,86599,412,86393,4330551,50.01,FALSE
1911,19,0.0047,0.00469,0.5,86187,404,85985,4244158,49.24,FALSE
1911,20,0.00502,0.00501,0.5,85783,429,85568,4158173,48.47,FALSE
1911,21,0.00485,0.00484,0.5,85353,413,85147,4072605,47.71,FALSE
1911,22,0.00504,0.00503,0.5,84941,427,84727,3987458,46.94,FALSE
1911,23,0.00481,0.0048,0.5,84513,406,84311,3902731,46.18,FALSE
1911,24,0.00479,0.00478,0.5,84108,402,83907,3818420,45.4,FALSE
1911,25,0.00591,0.00589,0.5,83706,493,83459,3734513,44.61,FALSE
1911,26,0.00548,0.00547,0.5,83212,455,82985,3651054,43.88,FALSE
1911,27,0.00542,0.0054,0.5,82757,447,82534,3568070,43.11,FALSE
1911,28,0.00566,0.00564,0.5,82310,464,82078,3485536,42.35,FALSE
1911,29,0.005,0.00498,0.5,81846,408,81642,3403457,41.58,FALSE
1911,30,0.00494,0.00493,0.5,81438,402,81238,3321815,40.79,FALSE
1911,31,0.00654,0.00652,0.5,81037,528,80773,3240578,39.99,FALSE
1911,32,0.00549,0.00547,0.5,80509,441,80288,3159805,39.25,FALSE
1911,33,0.00577,0.00575,0.5,80068,461,79838,3079517,38.46,FALSE
1911,34,0.0059,0.00588,0.5,79607,468,79373,2999679,37.68,FALSE
1911,35,0.0059,0.00588,0.5,79139,466,78907,2920306,36.9,FALSE
1911,36,0.00572,0.0057,0.5,78674,449,78449,2841399,36.12,FALSE
1911,37,0.00664,0.00661,0.5,78225,517,77966,2762950,35.32,FALSE
1911,38,0.00629,0.00627,0.5,77707,487,77464,2684984,34.55,FALSE
1911,39,0.00655,0.00653,0.5,77220,504,76968,2607520,33.77,FALSE
1911,40,0.0073,0.00727,0.5,76716,558,76437,2530551,32.99,FALSE
1911,41,0.00745,0.00742,0.5,76158,565,75876,2454114,32.22,FALSE
1911,42,0.00735,0.00732,0.5,75593,554,75316,2378239,31.46,FALSE
1911,43,0.00754,0.00751,0.5,75039,563,74758,2302923,30.69,FALSE
1911,44,0.00777,0.00774,0.5,74476,577,74188,2228165,29.92,FALSE
1911,45,0.00682,0.0068,0.5,73899,502,73648,2153977,29.15,FALSE
1911,46,0.00694,0.00691,0.5,73397,508,73143,2080329,28.34,FALSE
1911,47,0.00794,0.00791,0.5,72890,577,72601,2007186,27.54,FALSE
1911,48,0.00747,0.00744,0.5,72313,538,72044,1934584,26.75,FALSE
1911,49,0.00841,0.00837,0.5,71775,601,71475,1862540,25.95,FALSE
1911,50,0.00856,0.00852,0.5,71174,606,70871,1791066,25.16,FALSE
1911,51,0.00935,0.00931,0.5,70568,657,70239,1720195,24.38,FALSE
1911,52,0.01004,0.00999,0.5,69911,698,69562,1649955,23.6,FALSE
1911,53,0.01025,0.0102,0.5,69213,706,68860,1580393,22.83,FALSE
1911,54,0.01146,0.0114,0.5,68507,781,68116,1511534,22.06,FALSE
1911,55,0.01077,0.01072,0.5,67726,726,67363,1443417,21.31,FALSE
1911,56,0.01086,0.0108,0.5,67000,724,66638,1376055,20.54,FALSE
1911,57,0.01347,0.01338,0.5,66276,887,65833,1309417,19.76,FALSE
1911,58,0.01408,0.01398,0.5,65390,914,64932,1243584,19.02,FALSE
1911,59,0.01397,0.01387,0.5,64475,895,64028,1178651,18.28,FALSE
1911,60,0.01715,0.017,0.5,63581,1081,63040,1114623,17.53,FALSE
1911,61,0.01637,0.01624,0.5,62500,1015,61992,1051583,16.83,FALSE
1911,62,0.01995,0.01975,0.5,61485,1214,60878,989590,16.09,FALSE
1911,63,0.02092,0.02071,0.5,60271,1248,59647,928712,15.41,FALSE
1911,64,0.02135,0.02112,0.5,59023,1247,58399,869066,14.72,FALSE
1911,65,0.02578,0.02545,0.5,57776,1470,57041,810666,14.03,FALSE
1911,66,0.02473,0.02443,0.5,56306,1376,55618,753625,13.38,FALSE
1911,67,0.02907,0.02866,0.5,54930,1574,54143,698007,12.71,FALSE
1911,68,0.03125,0.03077,0.5,53356,1642,52535,643864,12.07,FALSE
1911,69,0.0351,0.0345,0.5,51714,1784,50822,591329,11.43,FALSE
1911,70,0.03738,0.0367,0.5,49930,1832,49014,540506,10.83,FALSE
1911,71,0.04379,0.04285,0.5,48098,2061,47068,491492,10.22,FALSE
1911,72,0.04579,0.04477,0.5,46037,2061,45007,444424,9.65,FALSE
1911,73,0.05392,0.0525,0.5,43976,2309,42822,399417,9.08,FALSE
1911,74,0.05845,0.05679,0.5,41667,2366,40484,356596,8.56,FALSE
1911,75,0.0622,0.06033,0.5,39301,2371,38116,316111,8.04,FALSE
1911,76,0.07611,0.07332,0.5,36930,2708,35576,277996,7.53,FALSE
1911,77,0.08368,0.08032,0.5,34223,2749,32848,242419,7.08,FALSE
1911,78,0.08714,0.0835,0.5,31474,2628,30160,209571,6.66,FALSE
1911,79,0.09788,0.09331,0.5,28846,2692,27500,179411,6.22,FALSE
1911,80,0.11361,0.10751,0.5,26154,2812,24748,151911,5.81,FALSE
1911,81,0.11967,0.11292,0.5,23342,2636,22025,127163,5.45,FALSE
1911,82,0.13762,0.12876,0.5,20707,2666,19374,105138,5.08,FALSE
1911,83,0.15368,0.14272,0.5,18040,2575,16753,85765,4.75,FALSE
1911,84,0.16005,0.14819,0.5,15466,2292,14320,69012,4.46,FALSE
1911,85,0.18016,0.16527,0.5,13174,2177,12085,54692,4.15,FALSE
1911,86,0.19482,0.17752,0.5,10997,1952,10021,42607,3.87,FALSE
1911,87,0.23083,0.20695,0.5,9044,1872,8109,32586,3.6,FALSE
1911,88,0.23517,0.21043,0.5,7173,1509,6418,24477,3.41,FALSE
1911,89,0.24191,0.21581,0.5,5663,1222,5052,18059,3.19,FALSE
1911,90,0.27369,0.24074,0.5,4441,1069,3907,13007,2.93,FALSE
1911,91,0.34107,0.29138,0.5,3372,983,2881,9100,2.7,FALSE
1911,92,0.33479,0.28678,0.5,2389,685,2047,6220,2.6,FALSE
1911,93,0.36117,0.30593,0.5,1704,521,1444,4173,2.45,FALSE
1911,94,0.38842,0.32526,0.5,1183,385,990,2729,2.31,FALSE
1911,95,0.41639,0.34464,0.5,798,275,661,1739,2.18,FALSE
1911,96,0.44491,0.36395,0.5,523,190,428,1078,2.06,FALSE
1911,97,0.47379,0.38305,0.5,333,127,269,650,1.96,FALSE
1911,98,0.50285,0.40182,0.5,205,82,164,381,1.86,FALSE
1911,99,0.53189,0.42015,0.5,123,52,97,217,1.77,FALSE
1911,100,0.56071,0.43794,0.5,71,31,56,120,1.69,FALSE
1911,101,0.58913,0.45508,0.5,40,18,31,65,1.62,FALSE
1911,102,0.61697,0.47152,0.5,22,10,17,34,1.56,FALSE
1911,103,0.64407,0.48718,0.5,12,6,9,17,1.5,FALSE
1911,104,0.67027,0.50202,0.5,6,3,4,9,1.45,FALSE
1911,105,0.69545,0.51602,0.5,3,2,2,4,1.4,FALSE
1911,106,0.71951,0.52915,0.5,1,1,1,2,1.36,FALSE
1911,107,0.74238,0.54141,0.5,1,0,0,1,1.32,FALSE
1911,108,0.764,0.55282,0.5,0,0,0,0,1.29,FALSE
1911,109,0.78432,0.56339,0.5,0,0,0,0,1.26,FALSE
1911,110,0.80335,1,1.24,0,0,0,0,1.24,TRUE
1912,0,0.06541,0.0623,0.24,100000,6230,95241,5909074,59.09,FALSE
1912,1,0.01778,0.01762,0.5,93770,1652,92944,5813832,62,FALSE
1912,2,0.00825,0.00821,0.5,92118,756,91740,5720888,62.1,FALSE
1912,3,0.00551,0.0055,0.5,91361,502,91110,5629149,61.61,FALSE
1912,4,0.00512,0.00511,0.5,90859,464,90627,5538039,60.95,FALSE
1912,5,0.00445,0.00444,0.5,90395,401,90195,5447411,60.26,FALSE
1912,6,0.00318,0.00317,0.5,89994,286,89851,5357217,59.53,FALSE
1912,7,0.00331,0.00331,0.5,89708,297,89560,5267365,58.72,FALSE
1912,8,0.00328,0.00327,0.5,89412,293,89265,5177805,57.91,FALSE
1912,9,0.00238,0.00238,0.5,89119,212,89013,5088540,57.1,FALSE
1912,10,0.00266,0.00265,0.5,88907,236,88789,4999527,56.23,FALSE
1912,11,0.0024,0.0024,0.5,88671,212,88565,4910738,55.38,FALSE
1912,12,0.00291,0.0029,0.5,88459,257,88330,4822173,54.51,FALSE
1912,13,0.00322,0.00322,0.5,88202,284,88060,4733843,53.67,FALSE
1912,14,0.00386,0.00385,0.5,87918,338,87749,4645783,52.84,FALSE
1912,15,0.00406,0.00405,0.5,87580,355,87402,4558034,52.04,FALSE
1912,16,0.00363,0.00362,0.5,87225,316,87067,4470632,51.25,FALSE
1912,17,0.00462,0.00461,0.5,86909,401,86708,4383565,50.44,FALSE
1912,18,0.00428,0.00427,0.5,86508,369,86323,4296857,49.67,FALSE
1912,19,0.00484,0.00483,0.5,86139,416,85931,4210534,48.88,FALSE
1912,20,0.00529,0.00528,0.5,85723,452,85496,4124603,48.12,FALSE
1912,21,0.00504,0.00503,0.5,85270,429,85056,4039107,47.37,FALSE
1912,22,0.00499,0.00498,0.5,84841,423,84630,3954051,46.61,FALSE
1912,23,0.00563,0.00562,0.5,84419,474,84182,3869421,45.84,FALSE
1912,24,0.00587,0.00585,0.5,83945,491,83699,3785239,45.09,FALSE
1912,25,0.00536,0.00534,0.5,83453,446,83230,3701540,44.35,FALSE
1912,26,0.00546,0.00545,0.5,83007,452,82781,3618310,43.59,FALSE
1912,27,0.0056,0.00559,0.5,82555,461,82325,3535528,42.83,FALSE
1912,28,0.00478,0.00477,0.5,82094,392,81899,3453203,42.06,FALSE
1912,29,0.00559,0.00558,0.5,81703,456,81475,3371305,41.26,FALSE
1912,30,0.0054,0.00538,0.5,81247,437,81028,3289830,40.49,FALSE
1912,31,0.00527,0.00525,0.5,80810,425,80597,3208802,39.71,FALSE
1912,32,0.00544,0.00543,0.5,80385,436,80167,3128204,38.92,FALSE
1912,33,0.00499,0.00498,0.5,79949,398,79750,3048037,38.12,FALSE
1912,34,0.00589,0.00587,0.5,79551,467,79317,2968288,37.31,FALSE
1912,35,0.00602,0.006,0.5,79083,475,78846,2888971,36.53,FALSE
1912,36,0.00577,0.00576,0.5,78609,452,78382,2810125,35.75,FALSE
1912,37,0.00561,0.0056,0.5,78156,437,77937,2731742,34.95,FALSE
1912,38,0.0062,0.00618,0.5,77719,480,77479,2653805,34.15,FALSE
1912,39,0.00602,0.006,0.5,77238,464,77007,2576326,33.36,FALSE
1912,40,0.00755,0.00752,0.5,76775,578,76486,2499320,32.55,FALSE
1912,41,0.00647,0.00645,0.5,76197,492,75951,2422834,31.8,FALSE
1912,42,0.00712,0.0071,0.5,75706,537,75437,2346882,31,FALSE
1912,43,0.00613,0.00611,0.5,75168,459,74939,2271445,30.22,FALSE
